Fees,School,County,Sat2015,Uni2015,Progression,UCD,TCD,DCU,UL,Maynooth,NUIG,UCC,St Angelas,QUB,UU,Blanch.IT,NatColIrl,Dublin.IT,Tallaght.IT,Athlone.IT,Cork.IT,Dundalk.IT,GM.IT,IADT,Carlow.IT,Sligo.IT,Tralee.IT,Letterkenny.IT,Limerick.IT,W.IT,Marino,CoICollEd,MaryI,NCAD,RCSI,SCHM
No,"St Joseph's College, Summerhill, Athlone, Co Westmeath",Westmeath,20,33,1.65,1,1,4,1,1,7,0,0,0,0,0,0,0,0,11,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0
No,"Moate Community School, Moate, Co. Westmeath",Westmeath,102,101,0.990196078,8,3,6,8,11,10,2,0,0,0,1,0,2,0,25,0,0,6,1,2,6,1,0,3,5,0,1,0,0,0,0
No,"Our Lady's Bower Secondary School, Retreat Road, Athlone, Co Westmeath",Westmeath,104,100,0.961538462,19,8,6,6,7,19,2,0,0,0,2,1,3,0,16,0,0,7,0,0,1,0,0,2,0,0,0,0,1,0,0
No,"Marist College, Retreat Road, Athlone, Co. Westmeath",Westmeath,88,79,0.897727273,11,4,12,7,3,8,0,0,0,0,0,0,1,0,23,0,0,6,1,0,0,0,0,1,0,0,0,1,0,1,0
No,"St Finian's College, Mullingar, Co Westmeath",Westmeath,109,95,0.871559633,8,4,17,2,8,14,1,0,0,0,1,1,6,0,17,2,1,4,0,0,5,0,0,3,0,1,0,0,0,0,0
No,"Athlone Community College, Retreat Road, Athlone, Co Westmeath",Westmeath,150,125,0.833333333,9,2,9,8,4,21,1,0,0,0,0,1,7,0,46,0,0,7,1,0,4,0,0,1,0,1,0,2,0,1,0
No,"Coláiste Mhuire, College Street, An Muileann Gcearr, Co Na Hiarmhi",Westmeath,179,145,0.810055866,14,9,20,3,29,26,1,0,0,0,1,2,7,0,12,0,4,2,0,1,11,2,0,0,0,0,0,0,0,1,0
No,"St Joseph's Secondary, Rochfortbridge, Co Westmeath",Westmeath,146,117,0.801369863,9,2,13,3,27,9,0,1,0,0,0,0,9,2,25,0,1,8,0,0,4,0,1,1,1,1,0,0,0,0,0
No,"Loreto College, Mullingar, Co Westmeath",Westmeath,116,86,0.74137931,4,4,13,2,17,11,0,0,0,0,2,0,5,0,13,0,2,4,0,1,6,0,0,0,0,1,0,0,0,1,0
No,"Mean Scoil an Chlochar, Kilbeggan, Co Westmeath",Westmeath,54,39,0.722222222,1,1,3,2,4,4,1,1,0,0,0,0,1,1,9,0,0,4,3,0,1,0,0,1,0,0,0,0,0,2,0
No,"St Aloysius College, The Park, Athlone, Co. Westmeath",Westmeath,98,70,0.714285714,6,2,7,3,8,14,1,1,0,0,2,1,0,0,12,0,0,6,0,0,1,0,1,1,0,1,0,1,0,2,0
No,"Wilson's Hospital School, Multyfarnham, Mullingar, Co Westmeath",Westmeath,63,44,0.698412698,8,2,2,1,5,7,0,0,0,0,0,2,3,0,6,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0
No,"Mullingar Community College, Millmount Road, Mullingar, Co. Westmeath",Westmeath,44,29,0.659090909,0,0,0,1,5,3,0,1,0,0,1,0,0,0,10,0,0,2,1,0,5,0,0,0,0,0,0,0,0,0,0
No,"Castlepollard Comm. College, Mullingar Road, Castlepollard, Co Westmeath",Westmeath,20,13,0.65,0,0,0,0,5,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0
No,"Columba College, Killucan, Co. Westmeath",Westmeath,31,11,0.35483871,1,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
No,"Our Lady of Lourdes, Holy Faith Convent, Rosbercon, New Ross,, Co Wexford",Wexford,56,63,1.125,3,0,4,5,5,2,8,2,1,0,0,0,3,0,1,0,0,0,0,5,0,0,0,1,20,0,0,3,0,0,0
No,"St Peter's College, Summerhill, Wexford",Wexford,126,118,0.936507937,18,6,26,6,6,3,3,0,0,0,0,0,15,0,1,1,0,1,1,6,0,1,1,3,19,0,0,0,1,0,0
No,"Presentation Sec School, Grogan's Road, Wexford",Wexford,105,98,0.933333333,11,4,6,2,10,7,3,0,0,0,0,0,4,1,0,0,0,1,1,21,0,0,0,0,27,0,0,0,0,0,0
No,"F.C.J. Secondary School, Bunclody, Enniscorthy, Co Wexford",Wexford,134,123,0.917910448,20,5,23,8,11,3,2,2,0,0,0,0,13,0,2,0,0,1,1,17,0,1,0,2,12,0,0,0,0,0,0
No,"Loreto Convent, SpBGell Road, Wexford",Wexford,119,109,0.915966387,17,12,27,3,13,4,5,0,0,0,0,0,3,0,0,0,2,0,0,10,0,0,0,0,12,1,0,0,0,0,0
No,"Good Counsel College, New Ross, Co Wexford",Wexford,126,114,0.904761905,12,3,19,11,5,0,4,0,0,0,0,0,10,0,0,3,0,0,0,7,1,0,0,3,34,0,0,2,0,0,0
No,"St Mary's C.B.S., Mill Park Road, Enniscorthy, Co. Wexford",Wexford,100,90,0.9,4,1,4,12,5,0,4,0,0,0,0,1,6,1,2,1,0,0,1,18,0,1,0,5,21,0,0,0,3,0,0
No,"St. Mary's Secondary School, New Ross, Co. Wexford",Wexford,89,77,0.865168539,10,1,6,8,3,1,12,1,0,0,0,0,1,0,1,1,0,0,0,4,0,0,0,1,20,0,0,7,0,0,0
No,"Meanscoil Garman, Teach Coill An Bhronaigh, Brownswood, Enniscorthy",Wexford,22,18,0.818181818,2,3,2,0,6,2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
No,"Ramsgrane Community School, Ramsgrange, New Ross, Co Wexford",Wexford,58,46,0.793103448,2,0,1,3,0,1,3,0,0,0,1,0,1,0,0,2,0,1,0,3,0,0,0,0,27,0,0,0,1,0,0
No,"Gorey Community School, Esmonde Street, Gorey, Co. Wexford",Wexford,218,169,0.775229358,42,5,16,2,18,1,4,0,0,1,1,2,14,1,3,0,0,1,9,30,0,0,1,4,11,0,0,1,2,0,0
No,"Coláiste Bride, Clochar Na Trocaire, Cnoc Fiodh Na Gcaor, Inis Corthaidh",Wexford,122,94,0.770491803,10,2,15,3,1,3,7,0,0,0,0,0,6,0,0,1,2,0,8,13,0,0,0,4,18,0,0,0,1,0,0
No,"Scoil na mBraithre, Coláiste Eamonn Ris, Thomas Street, Wexford",Wexford,115,80,0.695652174,5,2,7,0,9,3,9,0,0,0,0,0,5,0,0,1,0,0,2,13,1,0,1,1,20,1,0,0,0,0,0
No,"Bridgetown Vocational College, Bridgetown, Co. Wexford",Wexford,85,55,0.647058824,2,0,2,1,5,1,1,0,0,0,0,0,4,0,0,1,0,2,1,16,0,0,0,0,19,0,0,0,0,0,0
No,"CBS Secondary School, Ros Mhic Treoin, Co Loch Garman",Wexford,41,26,0.634146341,0,0,0,1,2,0,0,0,0,0,0,1,1,0,0,4,0,0,0,4,0,0,0,1,12,0,0,0,0,0,0
No,"Coláiste an Atha, Kilmuckridge, Gorey, Co Wexford",Wexford,34,21,0.617647059,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,7,0,0,0,0,7,0,0,0,0,0,0
No,"Wexford Vocational College, Westgate, Wexford",Wexford,46,28,0.608695652,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20,0,0,0,0,3,0,0,0,0,0,0
No,"Adamstown Vocational College, Adamstown, Enniscorthy, Co Wexford",Wexford,22,13,0.590909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,8,0,0,0,0,0,0
No,"Enniscorthy Vocational College, Mile House Road, Enniscorthy, Co. Wexford",Wexford,51,23,0.450980392,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,11,0,1,0,0,5,0,0,0,0,0,0
No,"New Ross Vocational School, New Ross, Co Wexford",Wexford,20,7,0.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0
No,"Bunclody Vocational School, Irish Street, Bunclody, Co. Wexford",Wexford,24,8,0.333333333,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0
No,"East Glendalough Comp. School, Station Road, Wicklow Town, Co. Wicklow",Wicklow,61,65,1.06557377,14,9,1,3,3,2,0,0,0,0,1,0,10,0,1,0,2,4,7,2,1,0,0,1,3,0,0,0,1,0,0
Yes,"St. Gerard's School, Thornhill Road, Bray, Co. Wicklow",Wicklow,83,86,1.036144578,28,14,2,1,4,5,0,0,0,0,0,2,23,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0
No,"Gaelcholáiste na Mara, Pairc Na Bpiarsach, Bóthar na nGleanntáin, Arklow",Wicklow,23,21,0.913043478,6,0,3,1,3,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
No,"Loreto Secondary School, Vevay Rd, Bray, Co. Wicklow",Wicklow,154,134,0.87012987,41,9,6,0,7,5,0,0,0,0,1,6,31,3,1,1,1,1,12,4,0,0,0,0,1,2,0,0,2,0,0
No,"St David's Holy Faith Sec School, Greystones, Co Wicklow",Wicklow,89,77,0.865168539,21,5,1,0,2,0,1,0,0,0,3,1,22,4,0,0,0,0,10,3,0,0,0,0,1,1,0,0,1,1,0
No,"St Mary's College, St. Mary's Road, Arklow, Co. Wicklow",Wicklow,80,69,0.8625,15,1,7,1,6,2,2,0,0,0,0,4,5,1,2,0,4,1,4,5,1,0,0,0,8,0,0,0,0,0,0
No,"Presentation College Bray, Putland Road, Bray, Co Wicklow",Wicklow,94,81,0.861702128,23,4,1,0,2,0,1,0,0,0,1,4,31,2,0,0,1,0,10,0,0,0,0,0,1,0,0,0,0,0,0
No,"Coláiste Raithín, Bothar Florans, Bré, Co. Chill Mhaintáin",Wicklow,33,28,0.848484848,6,1,3,1,1,0,0,0,0,0,0,0,7,1,0,1,2,0,2,1,0,0,0,1,0,1,0,0,0,0,0
No,"Coláiste Bhride, Carnew, Co Wicklow",Wicklow,120,100,0.833333333,17,3,6,4,12,2,3,0,0,0,1,0,10,0,2,1,4,2,2,16,0,0,3,1,10,1,0,0,0,0,0
No,"Dominican Convent, Wicklow Town, Co. Wicklow,",Wicklow,54,44,0.814814815,8,4,6,0,0,4,2,1,0,0,0,1,6,0,1,0,0,0,2,3,0,0,0,0,4,0,0,0,1,0,1
No,"St Brendan's College, Woodbrook, Bray, Co Wicklow",Wicklow,27,20,0.740740741,2,2,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0
No,"Coláiste Chill Mhantáin, Burkeen, Wicklow, Co. Wicklow",Wicklow,98,70,0.714285714,12,4,7,0,4,4,1,0,0,0,0,1,14,2,2,3,0,3,1,3,0,0,2,0,7,0,0,0,0,0,0
No,"Community College, Blessington, Naas Road, Co. Wicklow",Wicklow,45,32,0.711111111,2,1,0,1,1,0,1,0,0,0,0,0,13,6,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0
No,"Arklow Community College, Arklow, Co Wicklow",Wicklow,34,22,0.647058824,0,1,0,0,3,0,0,0,0,0,1,0,1,2,0,0,0,0,0,8,0,0,0,1,5,0,0,0,0,0,0
No,"Arklow CBS, Coolgreaney Road, Arklow, Co Wicklow",Wicklow,37,23,0.621621622,5,1,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,1,2,0,0,1,0,5,0,0,0,0,0,0
No,"Scoil Chonglais Post Primary, Baltinglass, Co. Wicklow,",Wicklow,87,53,0.609195402,5,0,5,2,1,3,1,0,0,0,1,0,2,0,0,0,0,1,0,17,0,2,0,1,10,1,1,0,0,0,0
No,"Coláiste Chraobh Abhann, Creowen, Kilcoole, Co. Wicklow",Wicklow,78,46,0.58974359,10,1,2,1,1,0,1,0,0,0,1,2,10,0,4,0,0,0,6,5,0,1,0,0,1,0,0,0,0,0,0
No,"St. Kevin's Community College, Dunlavin, Co Wicklow",Wicklow,95,52,0.547368421,3,4,5,1,7,2,0,0,0,0,1,0,7,2,0,0,0,1,0,12,1,0,1,0,3,0,0,0,2,0,0
No,"Avondale Community College, Rathdrum, Co. Wicklow",Wicklow,81,44,0.543209877,6,0,3,1,4,0,1,0,0,0,3,2,8,1,0,0,1,0,3,6,0,0,0,0,5,0,0,0,0,0,0
No,"St Kilian's Community School, Ballywaltrim, Bray, Co Wicklow",Wicklow,48,26,0.541666667,3,0,2,0,0,0,1,0,0,0,0,0,10,2,1,0,0,0,2,1,1,0,0,1,1,1,0,0,0,0,0
No,"St Thomas Community College, Novara Avenue, Bray, Co. Wicklow",Wicklow,38,14,0.368421053,6,1,1,0,1,0,0,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
